USRID	RST
29112	0
29120	0
29122	0
29134	0
29138	0
29174	0
29176	0
29178	0
29181	0
29194	0
29208	1
29217	0
29224	0
29227	1
29232	0
29237	0
29243	0
29277	1
29278	0
29282	0
29314	0
29315	0
29340	0
29351	0
29356	0
29363	0
29370	1
29372	0
29380	0
29383	1
29385	0
29391	0
29395	0
29400	0
29425	0
29451	0
29459	0
29479	0
29484	0
29485	0
29513	0
29518	1
29521	0
29527	0
29532	1
29535	1
29563	0
29570	0
29576	0
29592	0
29603	0
29606	0
29610	0
29618	0
29634	0
29638	0
29641	0
29653	0
29654	0
29656	1
29699	0
29705	0
29715	0
29719	0
29722	0
29731	1
29745	0
29747	0
29757	0
29765	0
29778	0
29806	0
29807	1
29841	0
29843	0
29847	1
29864	0
29871	0
29877	0
29882	0
29883	1
29889	0
29922	1
29941	0
29952	0
29954	0
29957	0
29970	0
29982	0
30000	0
30020	0
30041	1
30083	0
30086	0
30102	0
30125	0
30129	1
30134	0
30158	0
30170	0
30185	0
30191	0
30206	1
30214	0
30224	0
30251	0
30261	1
30270	0
30294	0
30300	0
30303	0
30313	0
30314	1
30337	0
30342	0
30377	0
30398	0
30404	0
30405	0
30418	1
30425	1
30437	1
30439	0
30448	0
30458	0
30470	0
30475	0
30478	0
30492	0
30497	0
30503	0
30531	0
30545	0
30566	0
30573	0
30592	1
30601	0
30619	1
30627	0
30664	0
30668	0
30688	0
30728	0
30729	1
30776	0
30784	0
30786	0
30790	0
30791	0
30804	0
30827	1
30847	0
30856	0
30875	0
30876	0
30900	0
30902	0
30914	0
30931	0
30941	0
30957	0
30964	1
30970	0
30982	0
30984	0
31004	0
31006	0
31009	0
31020	0
31024	1
31030	0
31034	0
31040	0
31055	1
31093	0
31102	0
31107	0
31113	0
31118	1
31119	0
31143	0
31144	0
31157	0
31172	0
31193	1
31197	0
31204	0
31214	0
31216	0
31225	1
31262	0
31266	0
31288	0
31293	0
31299	0
31312	0
31318	0
31320	0
31327	0
31331	1
31344	0
31345	0
31348	1
31363	0
31378	0
31397	0
31411	0
31437	0
31443	0
31454	0
31455	1
31456	0
31462	0
31464	1
31477	0
31487	0
31496	1
31497	0
31499	0
31510	0
31528	0
31531	0
31534	0
31538	0
31539	0
31545	0
31548	0
31549	0
31560	0
31564	0
31596	0
31602	0
31603	0
31612	1
31624	1
31626	1
31628	1
31637	0
31645	0
31667	0
31675	0
31683	0
31698	0
31707	1
31708	1
31711	0
31714	0
31732	0
31758	1
31768	0
31774	0
31781	0
31787	0
31841	0
31850	0
31859	0
31869	1
31890	0
31891	0
31925	0
31935	0
31947	0
31950	0
31966	0
31968	0
31976	1
31979	1
31995	1
32000	0
32008	0
32028	0
32029	0
32036	0
32039	0
32050	0
32053	0
32058	0
32064	0
32073	0
32074	0
32078	0
32084	0
32088	0
32091	0
32097	0
32101	0
32137	0
32155	0
32174	0
32176	0
32190	0
32193	0
32197	0
32204	0
32222	0
32230	0
32231	0
32240	0
32251	0
32260	0
32285	0
32296	0
32304	0
32305	0
32325	0
32343	0
32347	0
32367	0
32369	0
32378	0
32398	1
32419	0
32421	1
32422	0
32431	1
32436	0
32446	0
32462	0
32484	0
32486	0
32488	0
32509	0
32512	0
32517	1
32531	0
32535	0
32560	0
32569	0
32582	0
32586	1
32591	0
32592	0
32598	1
32599	0
32600	1
32616	1
32619	0
32644	0
32649	0
32657	0
32660	0
32667	0
32671	1
32680	0
32689	0
32695	0
32709	0
32713	1
32720	0
32733	0
32736	0
32748	0
32750	0
32767	0
32769	0
32793	0
32817	1
32834	0
32847	0
32862	0
32863	0
32873	0
32876	1
32878	0
32897	0
32898	0
32908	0
32916	0
32917	0
32918	0
32920	0
32923	1
32930	0
32940	0
32957	0
32970	0
32973	0
32984	0
32986	0
33002	0
33005	0
33010	0
33015	0
33017	0
33022	0
33030	0
33041	0
33042	0
33061	0
33083	1
33086	0
33102	0
33104	0
33107	0
33112	0
33124	0
33156	0
33162	0
33176	0
33183	1
33205	0
33206	0
33224	1
33229	0
33238	1
33244	1
33245	0
33255	1
33259	0
33273	0
33276	1
33285	0
33286	0
33291	1
33292	0
33294	0
33320	0
33321	0
33322	0
33332	0
33337	0
33346	0
33348	1
33353	0
33363	1
33384	0
33399	1
33400	0
33405	0
33426	0
33471	0
33495	0
33504	0
33512	0
33516	0
33517	0
33543	1
33546	1
33578	0
33581	0
33608	0
33613	0
33615	0
33619	0
33620	0
33625	0
33636	0
33640	0
33641	0
33661	0
33662	0
33666	0
33669	0
33679	0
33687	0
33690	0
33693	1
33712	0
33730	0
33749	0
33755	0
33758	0
33759	0
33771	0
33777	0
33789	0
33792	0
33807	0
33812	0
33819	0
33828	0
33849	0
33865	0
33912	0
33915	0
33947	1
33960	0
33969	1
33973	0
33976	0
33978	0
33981	0
33998	0
34001	0
34006	1
34008	1
34011	0
34013	0
34024	0
34043	0
34044	0
34051	0
34052	0
34069	0
34074	1
34084	0
34090	0
34091	1
34093	0
34113	0
34128	1
34135	0
34137	1
34164	1
34168	0
34186	0
34190	0
34193	0
34216	0
34233	0
34241	1
34268	0
34276	1
34286	0
34289	1
34301	0
34309	0
34320	0
34334	0
34340	0
34345	1
34381	0
34394	0
34397	0
34415	1
34442	0
34450	0
34456	1
34463	0
34469	0
34477	0
34480	0
34497	0
34498	0
34503	0
34548	1
34551	0
34572	0
34574	1
34583	0
34586	0
34616	0
34618	0
34623	0
34625	1
34630	0
34643	0
34644	1
34647	0
34648	0
34649	0
34667	1
34669	0
34672	0
34678	0
34702	0
34703	0
34707	0
34720	1
34722	0
34727	1
34729	0
34747	1
34771	0
34772	0
34805	0
34814	1
34821	0
34870	0
34879	0
34903	1
34905	1
34909	0
34920	1
34930	0
34934	0
34943	0
34955	1
34959	0
34962	0
34981	0
34992	0
35003	0
35005	0
35028	0
35032	0
35073	0
35074	0
35075	0
35089	0
35124	0
35154	0
35160	0
35174	1
35183	0
35189	0
35236	0
35239	0
35243	0
35267	0
35307	0
35311	0
35313	0
35318	0
35321	0
35326	0
35342	0
35348	1
35358	0
35378	0
35397	0
35411	0
35414	0
35431	0
35493	0
35503	0
35513	0
35522	0
35529	1
35555	0
35558	1
35559	0
35563	0
35569	0
35582	0
35605	0
35622	0
35625	1
35636	0
35646	0
35647	0
35652	1
35660	1
35661	0
35667	0
35675	0
35676	0
35679	0
35682	0
35698	0
35700	0
35710	0
35714	0
35723	0
35734	0
35743	0
35744	0
35746	0
35764	0
35772	0
35783	1
35794	0
35799	1
35822	0
35827	0
35828	0
35839	0
35840	0
35849	1
35852	0
35867	0
35870	0
35872	0
35880	0
35883	0
35898	1
35907	0
35915	0
35917	0
35926	1
35935	0
35958	0
35972	0
35976	0
35986	0
35988	1
36006	1
36009	0
36012	0
36029	1
36040	0
36041	0
36042	0
36045	0
36050	0
36070	0
36076	0
36084	0
36091	0
36105	0
36127	1
36139	0
36141	0
36168	0
36173	0
36184	0
36189	0
36191	0
36195	0
36197	0
36203	0
36205	0
36210	0
36213	1
36214	0
36232	0
36239	0
36240	0
36242	0
36244	0
36264	0
36267	0
36276	0
36282	0
36315	0
36316	0
36338	0
36341	0
36361	0
36385	1
36386	0
36399	0
36424	0
36433	1
36434	0
36452	0
36453	0
36455	0
36457	0
36460	0
36462	1
36468	1
36475	0
36480	0
36487	0
36493	0
36502	0
36508	0
36517	0
36529	0
36564	0
36580	1
36591	0
36594	0
36603	0
36613	0
36615	0
36618	0
36637	0
36650	1
36652	0
36659	0
36667	0
36674	0
36683	1
36698	0
36725	0
36729	0
36755	0
36769	0
36770	0
36778	0
36779	0
36789	0
36790	0
36792	0
36810	1
36811	1
36823	0
36833	0
36835	0
36855	0
36858	0
36873	0
36877	0
36901	1
36934	0
36941	0
36948	0
36949	0
36954	0
36961	0
36973	0
36978	0
36991	0
37009	1
37025	1
37051	0
37052	0
37074	0
37089	0
37093	0
37098	0
37099	0
37111	0
37157	0
37166	0
37167	0
37171	0
37207	0
37227	1
37229	1
37237	0
37249	0
37279	0
37292	0
37305	1
37320	0
37322	0
37324	0
37325	1
37330	1
37331	0
37336	1
37337	0
37345	0
37350	0
37378	1
37393	1
37435	0
37445	0
37451	0
37457	0
37460	0
37466	0
37472	0
37479	0
37484	1
37486	0
37488	1
37490	0
37492	0
37494	0
37496	0
37500	0
37505	1
37514	0
37517	1
37550	0
37555	1
37561	0
37566	0
37567	0
37584	1
37600	0
37612	0
37613	0
37616	0
37628	0
37631	0
37633	1
37640	0
37647	0
37649	0
37659	0
37665	0
37669	0
37673	0
37686	0
37699	0
37727	0
37734	0
37742	0
37745	0
37753	0
37768	0
37775	1
37778	0
37788	0
37795	0
37811	0
37819	1
37830	0
37831	0
37843	0
37858	0
37867	1
37871	0
37905	0
37906	0
37917	0
37923	0
37924	0
37938	0
37939	0
37946	0
37948	0
37952	0
37972	0
37996	0
37999	0
38011	0
38022	1
38023	0
38024	0
38036	0
38045	0
38047	0
38050	0
38055	0
38074	0
38087	0
38094	0
38102	0
38106	0
38109	1
38117	1
38120	0
38129	0
38146	0
38154	0
38157	0
38163	1
38172	0
38173	0
38188	0
38201	1
38205	0
38222	0
38230	1
38231	0
38242	0
38246	0
38264	1
38274	0
38277	0
38281	0
38282	0
38287	0
38294	0
38308	0
38312	0
38316	0
38324	0
38333	0
38340	0
38355	0
38367	0
38376	0
38379	0
38390	0
38399	1
38411	0
38440	1
38446	1
38457	1
38464	0
38480	0
38488	0
38502	0
38506	0
38512	0
38516	0
38525	0
38538	0
38540	1
38544	0
38551	0
38575	0
38580	1
38585	0
38603	0
38617	0
38622	0
38647	0
38654	0
38676	0
38680	0
38687	0
38690	0
38708	0
38725	0
38726	0
38734	1
38742	1
38745	0
38749	0
38762	0
38778	1
38779	0
38784	0
38791	1
38797	0
38798	0
38816	0
38829	0
38835	1
38849	1
38852	1
38868	0
38896	0
38911	0
38921	0
38925	0
38972	0
38974	1
38983	1
38984	0
39000	0
39001	0
39014	0
39029	0
39050	0
39059	0
39062	0
39071	1
39073	0
39075	0
39082	1
39091	0
39094	0
39099	0
39104	1
39107	1
39119	0
39127	0
39155	0
39174	0
39176	0
39179	0
39187	1
39192	0
39194	0
39201	1
39212	0
39219	0
39224	0
39228	0
39242	0
39249	0
39251	0
39269	0
39274	0
39278	0
39288	0
39290	1
39317	1
39332	0
39335	0
39337	0
39372	0
39376	1
39399	0
39409	0
39450	0
39465	1
39517	0
39539	1
39540	0
39584	0
39589	0
39597	0
39599	0
39623	0
39627	0
39628	1
39631	1
39635	0
39641	0
39645	0
39663	0
39678	1
39686	0
39695	0
39696	0
39706	0
39708	0
39729	0
39732	1
39754	0
39761	0
39762	1
39765	0
39776	1
39790	1
39793	0
39803	0
39814	0
39816	0
39817	0
39821	0
39824	0
39833	1
39836	1
39840	1
39846	0
39852	0
39898	0
39906	0
39926	0
39932	0
39942	1
39943	0
39950	1
39954	0
39961	0
39966	0
39968	0
39970	0
39972	0
39978	0
39986	0
40000	0
40002	0
40016	0
40021	0
40034	0
40036	0
40057	1
40079	0
40105	0
40109	0
40137	1
40138	0
40142	0
40185	0
40186	0
40192	0
40196	0
40217	0
40219	1
40228	0
40231	0
40245	0
40249	1
40254	0
40259	0
40273	0
40275	0
40293	0
40325	0
40327	0
40328	0
40337	1
40343	0
40362	0
40364	0
40369	1
40389	1
40392	0
40396	1
40399	0
40403	1
40405	1
40408	0
40425	1
40434	0
40454	0
40469	1
40472	0
40473	0
40474	0
40490	0
40497	0
40503	0
40512	0
40527	0
40561	0
40563	0
40577	0
40578	0
40586	1
40587	0
40589	1
40594	0
40601	0
40603	1
40607	0
40613	0
40622	0
40626	0
40635	0
40639	0
40647	0
40648	0
40653	1
40660	1
40663	0
40669	0
40697	0
40698	0
40707	0
40720	0
40722	0
40739	0
40748	0
40763	1
40766	1
40769	0
40775	0
40783	0
40800	0
40805	1
40817	0
40824	0
40848	0
40854	1
40856	0
40857	0
40865	0
40881	0
40899	0
40921	0
40942	0
40948	0
40956	0
40968	0
40987	0
40999	1
41000	0
41016	0
41018	0
41021	0
41023	0
41025	1
41036	0
41038	0
41044	0
41074	0
41086	0
41090	1
41093	0
41104	0
41108	0
41113	1
41118	1
41124	1
41133	1
41140	1
41146	0
41163	0
41189	1
41192	1
41194	1
41196	1
41206	0
41208	0
41209	0
41210	0
41214	0
41242	1
41249	1
41274	0
41279	1
41281	0
41294	0
41323	0
41333	0
41343	0
41344	0
41364	0
41367	1
41386	0
41392	1
41394	0
41402	1
41419	1
41451	0
41483	0
41489	0
41506	1
41513	0
41522	0
41542	1
41551	0
41555	1
41577	0
41585	0
41588	0
41596	0
41601	1
41603	0
41614	0
41619	0
41632	0
41653	0
41680	1
41698	0
41700	0
41722	0
41736	0
41741	0
41758	0
41782	0
41793	0
41796	0
41800	0
41804	0
41806	1
41837	0
41850	0
41852	0
41860	0
41921	0
41925	0
41926	0
41939	0
41943	0
41949	1
41958	0
41970	0
41999	0
42001	1
42025	0
42033	0
42046	1
42064	0
42074	1
42089	0
42093	1
42098	0
42111	0
42148	0
42153	1
42155	1
42161	0
42165	0
42170	0
42176	0
42191	0
42221	0
42228	0
42235	0
42258	0
42260	0
42261	1
42263	0
42269	0
42272	0
42277	0
42297	0
42306	1
42312	0
42313	0
42326	1
42330	0
42345	0
42360	0
42361	0
42375	1
42383	1
42390	0
42429	0
42465	0
42469	0
42478	0
42487	0
42503	1
42510	0
42517	1
42524	0
42526	0
42535	0
42546	0
42550	0
42557	0
42564	0
42594	0
42596	0
42597	0
42604	1
42622	0
42644	0
42654	0
42660	0
42672	0
42673	0
42683	0
42684	0
42692	0
42721	0
42730	0
42743	0
42748	0
42758	0
42760	0
42779	0
42783	0
42802	0
42825	0
42834	0
42848	0
42855	0
42857	1
42865	0
42873	0
42884	0
42895	0
42900	0
42923	0
42925	0
42928	0
42935	0
42944	0
42945	0
42950	0
42960	0
42970	0
42979	0
42981	0
42993	0
42994	0
42995	1
42997	0
43033	0
43034	0
43035	0
43048	0
43077	0
43085	1
43093	0
43097	1
43098	1
43133	0
43149	0
43152	0
43155	0
43159	1
43161	0
43162	0
43163	1
43175	0
43223	0
43226	0
43230	0
43234	0
43243	0
43245	0
43246	0
43247	0
43252	0
43264	0
43287	0
43292	1
43299	0
43311	1
43333	0
43357	0
43364	0
43369	0
43376	0
43390	0
43393	0
43394	1
43400	0
43401	0
43422	0
43435	0
43436	0
43443	0
43449	0
43451	0
43455	0
43465	1
43470	0
43475	1
43478	0
43490	0
43492	0
43495	0
43497	0
43504	1
43508	0
43543	1
43544	1
43551	0
43553	0
43563	1
43564	1
43568	0
43573	0
43576	1
43588	0
43593	0
43609	0
43613	0
43617	0
43624	0
43644	0
43648	1
43672	0
43689	0
43695	1
43706	0
43730	0
43734	0
43741	0
43748	0
43763	0
43785	1
43786	0
43805	0
43807	0
43842	1
43853	0
43860	0
43872	0
43898	0
43911	0
43924	0
43955	0
43979	0
43984	0
43989	1
43991	1
44000	1
44011	0
44038	0
44055	0
44061	0
44069	0
44103	0
44117	1
44119	0
44123	0
44147	0
44164	0
44168	0
44178	0
44189	1
44194	0
44204	0
44216	1
44232	0
44265	0
44273	0
44275	0
44303	0
44311	0
44314	1
44321	0
44334	0
44341	0
44343	0
44345	0
44347	0
44351	0
44369	0
44374	0
44381	0
44384	0
44393	0
44397	1
44418	0
44419	0
44436	0
44441	0
44442	1
44461	0
44465	0
44469	0
44478	0
44481	0
44487	0
44508	0
44509	0
44526	1
44541	0
44552	1
44554	0
44569	1
44581	1
44585	0
44596	0
44605	0
44615	0
44674	1
44676	0
44681	0
44687	0
44696	0
44697	0
44732	0
44742	0
44746	0
44751	0
44781	1
44791	0
44793	0
44795	0
44799	1
44802	0
44803	0
44808	1
44821	0
44824	0
44844	1
44873	0
44888	0
44947	1
44955	0
44964	0
44985	0
44990	0
45001	1
45011	0
45017	0
45090	0
45097	0
45098	0
45099	0
45104	0
45105	0
45127	0
45131	0
45172	0
45208	1
45226	0
45244	0
45261	0
45290	1
45299	0
45302	1
45314	0
45340	1
45342	0
45344	0
45346	0
45357	0
45391	0
45422	0
45423	0
45427	1
45436	0
45450	1
45452	0
45458	0
45499	0
45505	0
45509	0
45521	0
45524	1
45533	0
45536	0
45538	0
45547	0
45549	0
45563	0
45579	0
45590	1
45593	0
45629	0
45634	0
45641	0
45654	1
45659	1
45670	1
45683	0
45685	0
45702	0
45712	0
45714	0
45727	0
45733	1
45734	1
45737	1
45749	0
45759	1
45770	0
45804	0
45809	0
45812	0
45818	0
45823	0
45828	0
45830	0
45841	0
45843	1
45845	0
45846	0
45851	0
45854	0
45855	1
45871	0
45887	0
45891	0
45911	1
45924	0
45929	0
45938	0
45949	0
45971	0
45988	1
45989	0
45992	0
45997	0
45998	0
46015	0
46037	1
46048	1
46049	0
46054	0
46056	0
46083	0
46088	0
46089	0
46104	0
46140	0
46164	0
46174	0
46185	0
46208	0
46218	0
46242	0
46246	1
46253	0
46257	0
46258	0
46273	0
46293	0
46295	1
46303	0
46306	0
46313	1
46328	0
46335	1
46336	1
46351	0
46356	0
46369	0
46398	0
46400	1
46404	0
46407	0
46419	1
46450	0
46457	0
46459	0
46483	0
46501	0
46507	1
46517	0
46526	1
46546	0
46548	0
46569	0
46579	1
46580	1
46588	0
46596	0
46610	0
46615	0
46623	0
46651	1
46653	0
46656	1
46658	1
46675	0
46698	1
46706	1
46723	1
46730	0
46735	1
46739	0
46740	1
46808	0
46809	0
46813	1
46817	0
46834	0
46838	0
46839	0
46853	0
46858	0
46890	0
46896	1
46898	0
46909	0
46910	0
46927	0
46938	1
46940	0
46946	0
46956	0
46979	0
46984	1
46985	0
46987	0
46991	0
47006	0
47030	0
47034	0
47061	1
47074	0
47075	0
47083	0
47105	1
47126	0
47128	1
47137	0
47156	0
47177	1
47182	1
47183	0
47192	0
47231	0
47232	0
47237	1
47238	0
47245	0
47255	0
47258	1
47264	0
47282	0
47289	0
47295	0
47298	0
47305	0
47309	0
47312	1
47317	0
47332	0
47337	1
47343	0
47389	0
47392	0
47398	0
47409	0
47413	0
47421	0
47429	0
47434	0
47464	0
47468	0
47473	0
47485	0
47486	0
47500	0
47501	0
47512	0
47544	0
47546	0
47549	0
47551	0
47558	0
47566	0
47570	0
47583	0
47611	0
47619	0
47620	0
47649	0
47665	0
47668	0
47709	0
47723	0
47724	0
47726	0
47737	0
47738	1
47749	0
47757	1
47758	0
47762	0
47771	0
47774	0
47797	0
47803	0
47810	0
47817	0
47819	0
47822	0
47823	0
47833	1
47834	0
47835	0
47852	0
47861	0
47864	0
47870	0
47875	1
47877	0
47910	0
47921	0
47942	0
47944	0
47957	1
47972	0
47992	0
47995	0
48001	0
48003	1
48011	0
48014	0
48024	1
48041	0
48044	1
48048	0
48052	1
48060	1
48063	0
48066	0
48072	0
48110	1
48127	0
48133	0
48137	0
48143	0
48157	0
48165	1
48167	0
48222	0
48240	0
48241	0
48242	1
48246	0
48247	1
48248	0
48265	0
48281	0
48285	0
48293	0
48295	0
48298	0
48301	0
48307	0
48324	1
48358	1
48360	0
48384	0
48394	1
48421	0
48441	0
48456	0
48474	0
48477	0
48486	1
48495	0
48498	0
48512	0
48514	0
48527	0
48532	0
48543	1
48549	1
48558	0
48577	0
48588	0
48590	0
48603	0
48607	0
48619	0
48624	1
48644	0
48653	1
48654	0
48661	1
48671	1
48674	0
48685	0
48722	0
48723	0
48728	0
48745	0
48748	0
48761	0
48770	0
48775	0
48783	0
48818	0
48829	0
48852	0
48857	0
48872	0
48887	0
48906	0
48912	0
48934	1
48951	1
48967	0
48969	0
48978	0
49000	0
49005	1
49012	0
49014	0
49034	0
49038	1
49054	1
49057	0
49087	1
49099	0
49107	0
49112	0
49123	0
49135	0
49140	0
49144	1
49153	0
49156	1
49168	0
49176	0
49177	0
49197	0
49209	0
49210	0
49212	0
49216	0
49218	0
49224	0
49228	1
49237	0
49273	0
49276	1
49280	0
49284	0
49288	0
49293	0
49298	0
49308	0
49311	0
49318	0
49319	0
49339	0
49346	0
49349	1
49351	0
49362	0
49373	1
49376	1
49388	1
49433	0
49441	0
49452	0
49477	0
49491	0
49496	0
49498	1
49509	0
49515	0
49516	0
49521	0
49529	0
49548	0
49552	0
49554	0
49555	0
49556	0
49558	0
49565	0
49570	0
49573	1
49582	0
49583	0
49591	0
49614	0
49617	0
49636	1
49638	0
49644	1
49651	0
49686	0
49691	0
49694	1
49695	0
49704	0
49709	0
49712	1
49717	0
49722	0
49724	0
49729	0
49735	0
49736	0
49737	0
49743	0
49747	0
49759	0
49777	1
49780	0
49791	0
49801	0
49811	0
49850	0
49854	0
49860	0
49862	0
49867	0
49877	0
49905	0
49912	0
49934	0
49957	0
49980	1
49988	0
50016	0
50018	0
50025	0
50034	1
50068	0
50088	0
50090	0
50100	0
50143	0
50155	0
50185	0
50191	0
50205	1
50212	0
50214	0
50217	0
50229	1
50243	1
50247	1
50270	0
50283	0
50288	0
50317	0
50320	0
50325	0
50332	0
50346	0
50351	1
50379	1
50385	0
50391	1
50393	0
50401	0
50417	0
50426	0
50438	0
50449	0
50467	0
50472	0
50494	0
50500	0
50506	1
50510	0
50526	0
50527	0
50532	0
50541	0
50543	0
50572	0
50595	0
50597	1
50600	1
50603	0
50620	0
50629	0
50630	0
50640	0
50644	1
50657	0
50661	0
50666	1
50680	0
50685	0
50694	0
50701	0
50702	0
50713	1
50747	0
50756	0
50766	0
50769	1
50779	1
50807	1
50809	1
50834	0
50860	0
50875	0
50879	0
50884	0
50885	0
50888	1
50889	0
50900	1
50911	0
50914	0
50919	0
50921	0
50926	0
50927	1
50960	0
50962	0
50972	0
50974	0
50978	0
50984	0
50991	0
51007	0
51019	0
51029	0
51042	0
51046	0
51057	0
51069	0
51080	0
51088	0
51090	0
51095	0
51109	0
51154	0
51189	0
51190	0
51194	0
51206	0
51209	0
51213	0
51218	1
51227	0
51242	0
51247	0
51264	0
51307	1
51312	0
51313	0
51317	0
51332	1
51354	0
51369	0
51376	0
51378	0
51384	0
51455	0
51467	0
51480	0
51488	0
51491	0
51495	1
51503	0
51504	0
51505	0
51531	0
51533	0
51550	0
51556	0
51561	0
51565	1
51582	0
51583	1
51601	0
51609	0
51612	0
51623	0
51625	0
51640	0
51645	0
51655	0
51697	0
51715	0
51725	1
51733	0
51757	1
51764	0
51766	0
51777	0
51783	1
51785	0
51800	0
51806	0
51811	0
51823	0
51838	0
51847	0
51883	1
51908	0
51910	1
51933	0
51940	0
51977	0
52019	1
52027	0
52037	0
52045	0
52047	0
52090	0
52098	1
52105	1
52120	0
52123	0
52133	0
52142	0
52150	0
52152	0
52160	0
52170	0
52186	0
52199	0
52208	1
52221	0
52226	0
52237	1
52244	0
52249	0
52255	0
52272	0
52297	0
52298	0
52308	1
52326	0
52333	0
52338	0
52345	1
52346	0
52367	0
52379	1
52380	0
52381	1
52386	1
52391	1
52395	0
52414	0
52419	0
52423	1
52443	0
52462	0
52476	0
52477	0
52483	0
52487	0
52493	0
52494	0
52512	0
52521	0
52525	0
52527	0
52559	0
52561	0
52563	0
52574	0
52575	0
52585	0
52592	0
52595	0
52611	0
52631	1
52641	0
52643	0
52661	1
52670	0
52673	1
52676	1
52696	0
52710	0
52712	0
52723	0
52724	0
52738	0
52748	0
52749	0
52752	0
52754	0
52763	0
52764	0
52770	0
52798	0
52801	0
52802	0
52815	0
52823	0
52845	1
52861	0
52865	0
52902	1
52905	0
52923	0
52932	0
52935	0
52962	0
52994	0
53016	0
53019	0
53021	0
53023	0
53044	1
53060	0
53088	0
53092	0
53099	0
53112	1
53115	1
53121	0
53123	1
53125	0
53137	0
53153	0
53163	1
53170	0
53174	0
53181	1
53188	1
53198	0
53218	0
53229	0
53242	0
53261	1
53263	0
53264	0
53265	0
53277	0
53283	0
53289	0
53302	0
53311	1
53314	0
53323	0
53342	0
53363	1
53365	0
53367	0
53368	1
53385	0
53386	0
53388	0
53389	0
53409	0
53422	0
53424	0
53453	1
53471	0
53475	0
53501	1
53514	0
53524	0
53531	0
53567	0
53579	0
53629	0
53643	0
53647	0
53650	0
53693	0
53707	0
53714	0
53720	0
53749	0
53767	1
53772	0
53778	0
53779	1
53780	0
53821	0
53847	0
53878	0
53899	0
53923	1
53930	0
53936	0
53946	0
53955	0
53960	1
53961	1
53976	0
53983	0
54001	0
54020	0
54026	0
54036	0
54085	0
54097	0
54099	0
54121	0
54123	0
54130	0
54141	0
54155	0
54165	0
54171	0
54185	0
54198	0
54206	0
54222	1
54227	1
54231	1
54233	0
54244	0
54245	0
54251	0
54256	0
54258	0
54264	0
54278	0
54293	1
54295	1
54312	0
54341	1
54346	0
54359	1
54364	0
54368	0
54373	0
54384	0
54389	0
54390	1
54391	0
54411	0
54440	0
54447	0
54449	1
54451	0
54463	0
54465	0
54470	0
54492	0
54498	0
54520	0
54532	0
54534	1
54556	0
54560	0
54564	0
54566	0
54575	0
54580	0
54581	0
54593	0
54594	0
54597	0
54626	0
54627	0
54644	0
54692	0
54693	0
54697	1
54704	0
54717	0
54718	1
54729	0
54735	0
54740	0
54743	1
54747	0
54748	0
54750	1
54802	0
54828	0
54835	0
54844	0
54847	0
54851	0
54857	0
54864	0
54865	0
54866	0
54882	0
54887	0
54890	0
54909	0
54928	0
54934	0
54940	0
54942	0
54967	0
54991	0
54992	0
54994	0
54999	0
55000	0
55028	1
55035	1
55051	0
55089	0
55090	0
55092	0
55105	1
55131	0
55155	0
55172	0
55178	0
55184	1
55186	0
55242	0
55254	0
55273	0
55280	0
55282	0
55293	0
55295	0
55297	0
55298	0
55318	1
55322	0
55334	0
55352	0
55359	0
55382	0
55400	0
55458	0
55482	0
55484	0
55490	0
55495	1
55524	0
55539	0
55547	0
55554	1
55563	1
55576	1
55582	0
55583	0
55584	1
55585	1
55594	0
55599	0
55612	0
55617	0
55627	0
55628	0
55637	0
55641	0
55668	0
55681	1
55687	0
55696	1
55707	0
55716	0
55720	0
55739	0
55744	0
55747	0
55762	0
55768	0
55770	0
55783	0
55784	1
55788	0
55799	0
55800	0
55805	0
55833	0
55861	0
55891	0
55902	0
55903	0
55908	1
55924	0
55951	0
55953	0
55971	0
55974	0
55991	0
55993	0
56023	0
56028	0
56031	0
56048	0
56064	0
56074	0
56075	0
56089	0
56091	0
56127	0
56144	0
56145	0
56149	0
56155	0
56158	0
56160	1
56162	0
56167	0
56168	0
56171	1
56173	0
56184	0
56188	1
56190	0
56204	0
56212	1
56213	0
56217	1
56227	0
56230	0
56236	0
56254	0
56275	0
56293	0
56294	0
56295	0
56302	1
56317	0
56345	1
56358	0
56366	1
56376	0
56386	0
56398	0
56418	0
56430	0
56439	0
56443	0
56457	0
56468	0
56485	0
56501	1
56507	0
56523	0
56533	0
56551	0
56562	0
56573	0
56584	0
56597	0
56601	0
56604	0
56614	0
56630	0
56634	0
56645	0
56649	0
56665	0
56676	0
56682	1
56691	0
56692	0
56694	0
56698	0
56701	1
56741	0
56754	0
56762	0
56770	0
56777	0
56794	1
56808	0
56822	0
56830	0
56854	1
56859	0
56861	0
56875	0
56880	0
56893	0
56897	1
56906	1
56910	0
56911	0
56914	1
56917	0
56923	1
56926	0
56969	1
56976	1
56977	0
56988	0
56992	0
57001	0
57002	0
57003	0
57013	0
57015	0
57061	0
57064	0
57065	0
57073	0
57078	0
57117	0
57122	1
57129	0
57130	0
57155	0
57190	0
57212	0
57214	0
57215	0
57217	1
57222	0
57234	0
57242	0
57245	0
57248	1
57249	0
57260	1
57262	0
57272	0
57284	0
57350	0
57356	1
57361	0
57362	0
57383	0
57391	0
57392	0
57395	0
57416	0
57419	1
57421	0
57432	0
57433	1
57434	0
57449	0
57462	1
57464	1
57471	0
57485	1
57489	0
57494	0
57495	0
57532	0
57535	0
57560	0
57569	0
57579	0
57606	0
57610	0
57613	1
57627	1
